dataset, model, attack, eps, defense, date, acc
fmnist, A, bpda_mim, 0.1, defense_gan, 2021-11-17 00:09, 0.7040201005025125
fmnist, B, bpda_mim, 0.1, defense_gan, 2021-11-17 00:09, 0.6432160804020101
fmnist, D, bpda_bim, 0.2, defense_gan, 2021-11-17 00:09, 0.6823115577889447
fmnist, E, bpda_mim, 0.3, defense_gan, 2021-11-17 00:09, 0.2742713567839196
fmnist, C, bpda_bim, 0.1, defense_gan, 2021-11-17 00:09, 0.7775879396984925
fmnist, F, bpda_mim, 0.3, defense_gan, 2021-11-17 00:09, 0.3479396984924623
fmnist, A, bpda_mim, 0.2, defense_gan, 2021-11-17 00:09, 0.5006030150753769
fmnist, D, bpda_bim, 0.3, defense_gan, 2021-11-17 00:09, 0.5304522613065327
fmnist, B, bpda_mim, 0.2, defense_gan, 2021-11-17 00:09, 0.5297487437185929
fmnist, E, bpda_bim, 0.05, defense_gan, 2021-11-17 00:09, 0.8081407035175879
fmnist, C, bpda_bim, 0.2, defense_gan, 2021-11-17 00:09, 0.6927638190954774
fmnist, F, bpda_bim, 0.05, defense_gan, 2021-11-17 00:09, 0.8078391959798995
fmnist, A, bpda_mim, 0.3, defense_gan, 2021-11-17 00:09, 0.3300502512562814
fmnist, B, bpda_mim, 0.3, defense_gan, 2021-11-17 00:09, 0.38834170854271355
fmnist, E, bpda_bim, 0.1, defense_gan, 2021-11-17 00:09, 0.7912562814070352
fmnist, C, bpda_bim, 0.3, defense_gan, 2021-11-17 00:09, 0.5768844221105528
fmnist, F, bpda_bim, 0.1, defense_gan, 2021-11-17 00:09, 0.7903517587939698
fmnist, A, bpda_bim, 0.05, defense_gan, 2021-11-17 00:09, 0.8126633165829146
fmnist, B, bpda_bim, 0.05, defense_gan, 2021-11-17 00:09, 0.6921608040201005
fmnist, E, bpda_bim, 0.2, defense_gan, 2021-11-17 00:09, 0.6655276381909547
fmnist, F, bpda_bim, 0.2, defense_gan, 2021-11-17 00:09, 0.6687437185929648
fmnist, A, bpda_bim, 0.1, defense_gan, 2021-11-17 00:09, 0.7855276381909547
fmnist, E, bpda_bim, 0.3, defense_gan, 2021-11-17 00:09, 0.5279396984924624
fmnist, B, bpda_bim, 0.1, defense_gan, 2021-11-17 00:09, 0.6590954773869346
fmnist, F, bpda_bim, 0.3, defense_gan, 2021-11-17 00:09, 0.5306532663316583
fmnist, A, bpda_bim, 0.2, defense_gan, 2021-11-17 00:09, 0.6740703517587939
fmnist, B, bpda_bim, 0.2, defense_gan, 2021-11-17 00:09, 0.6131658291457286
fmnist, A, bpda_bim, 0.3, defense_gan, 2021-11-17 00:09, 0.5542713567839196
