dataset, model, attack, eps, defense, date, acc
mnist, D, fgsm, 0.1, defense_gan, 2021-11-14 13:19, 0.9625125628140704
mnist, C, fgsm, 0.05, defense_gan, 2021-11-14 13:19, 0.9759798994974874
mnist, A, bim, 0.05, defense_gan, 2021-11-14 13:18, 0.9787939698492463
mnist, D, fgsm, 0.2, defense_gan, 2021-11-14 13:19, 0.9193969849246231
mnist, B, bim, 0.05, defense_gan, 2021-11-14 13:19, 0.9577889447236181
mnist, E, bim, 0.1, defense_gan, 2021-11-14 13:19, 0.9598994974874372
mnist, C, fgsm, 0.1, defense_gan, 2021-11-14 13:19, 0.9755778894472362
mnist, F, bim, 0.1, defense_gan, 2021-11-14 13:19, 0.9696482412060301
mnist, D, fgsm, 0.3, defense_gan, 2021-11-14 13:19, 0.8031155778894472
mnist, C, fgsm, 0.2, defense_gan, 2021-11-14 13:19, 0.9565829145728644
mnist, A, bim, 0.1, defense_gan, 2021-11-14 13:18, 0.9723618090452262
mnist, B, bim, 0.1, defense_gan, 2021-11-14 13:19, 0.9505527638190955
mnist, E, bim, 0.2, defense_gan, 2021-11-14 13:19, 0.9248241206030151
mnist, F, bim, 0.2, defense_gan, 2021-11-14 13:19, 0.9374874371859296
mnist, C, fgsm, 0.3, defense_gan, 2021-11-14 13:19, 0.9071356783919599
mnist, A, bim, 0.2, defense_gan, 2021-11-14 13:18, 0.9576884422110553
mnist, B, bim, 0.2, defense_gan, 2021-11-14 13:19, 0.9264321608040201
mnist, E, bim, 0.3, defense_gan, 2021-11-14 13:19, 0.8386934673366834
mnist, F, bim, 0.3, defense_gan, 2021-11-14 13:19, 0.8869346733668342
mnist, A, bim, 0.3, defense_gan, 2021-11-14 13:18, 0.9276381909547738
mnist, E, cw, 0.05, defense_gan, 2021-11-14 13:19, 0.115678391959799
mnist, B, bim, 0.3, defense_gan, 2021-11-14 13:19, 0.8797989949748743
mnist, F, cw, 0.05, defense_gan, 2021-11-14 13:19, 0.22834170854271357
mnist, A, cw, 0.05, defense_gan, 2021-11-14 13:18, 0.3072361809045226
mnist, E, cw, 0.1, defense_gan, 2021-11-14 13:19, 0.11889447236180904
mnist, B, cw, 0.05, defense_gan, 2021-11-14 13:19, 0.2449246231155779
mnist, F, cw, 0.1, defense_gan, 2021-11-14 13:19, 0.2314572864321608
mnist, A, cw, 0.1, defense_gan, 2021-11-14 13:18, 0.2735678391959799
mnist, E, cw, 0.2, defense_gan, 2021-11-14 13:19, 0.11829145728643216
mnist, F, cw, 0.2, defense_gan, 2021-11-14 13:19, 0.20673366834170853
mnist, B, cw, 0.1, defense_gan, 2021-11-14 13:19, 0.24994974874371859
mnist, A, cw, 0.2, defense_gan, 2021-11-14 13:18, 0.31537688442211054
mnist, E, cw, 0.3, defense_gan, 2021-11-14 13:19, 0.11557788944723618
mnist, F, cw, 0.3, defense_gan, 2021-11-14 13:19, 0.23447236180904524
mnist, B, cw, 0.2, defense_gan, 2021-11-14 13:19, 0.23206030150753768
mnist, A, cw, 0.3, defense_gan, 2021-11-14 13:18, 0.2692462311557789
mnist, E, fgsm, 0.05, defense_gan, 2021-11-14 13:19, 0.9687437185929648
mnist, F, fgsm, 0.05, defense_gan, 2021-11-14 13:19, 0.9770854271356784
mnist, B, cw, 0.3, defense_gan, 2021-11-14 13:19, 0.2294472361809045
mnist, A, fgsm, 0.05, defense_gan, 2021-11-14 13:18, 0.9767839195979899
mnist, E, fgsm, 0.1, defense_gan, 2021-11-14 13:19, 0.9604020100502513
mnist, F, fgsm, 0.1, defense_gan, 2021-11-14 13:19, 0.9673366834170855
mnist, B, fgsm, 0.05, defense_gan, 2021-11-14 13:19, 0.9569849246231156
mnist, A, fgsm, 0.1, defense_gan, 2021-11-14 13:18, 0.9714572864321608
mnist, E, fgsm, 0.2, defense_gan, 2021-11-14 13:19, 0.9090452261306533
mnist, F, fgsm, 0.2, defense_gan, 2021-11-14 13:19, 0.9360804020100503
mnist, B, fgsm, 0.1, defense_gan, 2021-11-14 13:19, 0.9428140703517588
mnist, A, fgsm, 0.2, defense_gan, 2021-11-14 13:18, 0.9532663316582914
mnist, E, fgsm, 0.3, defense_gan, 2021-11-14 13:19, 0.787035175879397
mnist, F, fgsm, 0.3, defense_gan, 2021-11-14 13:19, 0.8618090452261307
mnist, B, fgsm, 0.2, defense_gan, 2021-11-14 13:19, 0.8989949748743719
mnist, A, fgsm, 0.3, defense_gan, 2021-11-14 13:18, 0.8840201005025126
mnist, B, fgsm, 0.3, defense_gan, 2021-11-14 13:19, 0.7628140703517587
mnist, E, bpda_fgsm, 0.05, defense_gan, 2021-11-16 13:08, 0.9758793969849247
mnist, D, bpda_fgsm, 0.05, defense_gan, 2021-11-16 13:08, 0.975678391959799
mnist, F, bpda_fgsm, 0.05, defense_gan, 2021-11-16 13:08, 0.982713567839196
mnist, C, bpda_fgsm, 0.05, defense_gan, 2021-11-16 13:08, 0.9824120603015075
mnist, B, bpda_fgsm, 0.05, defense_gan, 2021-11-16 13:08, 0.9607035175879397
mnist, A, bpda_fgsm, 0.05, defense_gan, 2021-11-16 13:08, 0.9813065326633166
mnist, E, bpda_fgsm, 0.1, defense_gan, 2021-11-16 13:08, 0.9762814070351759
mnist, D, bpda_fgsm, 0.1, defense_gan, 2021-11-16 13:08, 0.9725628140703517
mnist, F, bpda_fgsm, 0.1, defense_gan, 2021-11-16 13:08, 0.9835175879396985
mnist, C, bpda_fgsm, 0.1, defense_gan, 2021-11-16 13:08, 0.9791959798994975
mnist, B, bpda_fgsm, 0.1, defense_gan, 2021-11-16 13:08, 0.9551758793969849
mnist, A, bpda_fgsm, 0.1, defense_gan, 2021-11-16 13:08, 0.9810050251256281
mnist, D, bpda_fgsm, 0.05, defense_gan, 2021-11-17 00:09, 0.9702512562814071
mnist, C, bpda_fgsm, 0.05, defense_gan, 2021-11-17 00:09, 0.9793969849246231
mnist, E, bpda_fgsm, 0.05, defense_gan, 2021-11-17 00:09, 0.9691457286432161
mnist, F, bpda_fgsm, 0.05, defense_gan, 2021-11-17 00:09, 0.9763819095477387
mnist, A, bpda_fgsm, 0.05, defense_gan, 2021-11-17 00:09, 0.9776884422110553
mnist, B, bpda_fgsm, 0.05, defense_gan, 2021-11-17 00:09, 0.9505527638190955
mnist, D, bpda_fgsm, 0.1, defense_gan, 2021-11-17 00:09, 0.9626130653266332
mnist, C, bpda_fgsm, 0.1, defense_gan, 2021-11-17 00:09, 0.9734673366834171
mnist, E, bpda_fgsm, 0.1, defense_gan, 2021-11-17 00:09, 0.9614070351758794
mnist, F, bpda_fgsm, 0.1, defense_gan, 2021-11-17 00:09, 0.967035175879397
mnist, A, bpda_fgsm, 0.1, defense_gan, 2021-11-17 00:09, 0.9725628140703517
mnist, B, bpda_fgsm, 0.1, defense_gan, 2021-11-17 00:09, 0.9431155778894472
mnist, D, bpda_fgsm, 0.2, defense_gan, 2021-11-17 00:09, 0.9204020100502512
mnist, C, bpda_fgsm, 0.2, defense_gan, 2021-11-17 00:09, 0.9589949748743719
mnist, E, bpda_fgsm, 0.2, defense_gan, 2021-11-17 00:09, 0.9138693467336684
mnist, F, bpda_fgsm, 0.2, defense_gan, 2021-11-17 00:09, 0.9266331658291457
mnist, A, bpda_fgsm, 0.2, defense_gan, 2021-11-17 00:09, 0.954070351758794
mnist, B, bpda_fgsm, 0.2, defense_gan, 2021-11-17 00:09, 0.8990954773869346
mnist, D, bpda_fgsm, 0.3, defense_gan, 2021-11-17 00:09, 0.8152763819095478
mnist, C, bpda_fgsm, 0.3, defense_gan, 2021-11-17 00:09, 0.9023115577889447
mnist, E, bpda_fgsm, 0.3, defense_gan, 2021-11-17 00:09, 0.798894472361809
mnist, F, bpda_fgsm, 0.3, defense_gan, 2021-11-17 00:09, 0.8694472361809045
mnist, A, bpda_fgsm, 0.3, defense_gan, 2021-11-17 00:09, 0.8861306532663317
mnist, B, bpda_fgsm, 0.3, defense_gan, 2021-11-17 00:09, 0.7784924623115578
mnist, D, bpda_pgd, 0.05, defense_gan, 2021-11-17 00:09, 0.9721608040201005
mnist, C, bpda_pgd, 0.05, defense_gan, 2021-11-17 00:09, 0.9781909547738693
mnist, E, bpda_pgd, 0.05, defense_gan, 2021-11-17 00:09, 0.9695477386934673
mnist, F, bpda_pgd, 0.05, defense_gan, 2021-11-17 00:09, 0.9782914572864322
mnist, A, bpda_pgd, 0.05, defense_gan, 2021-11-17 00:09, 0.9786934673366834
mnist, B, bpda_pgd, 0.05, defense_gan, 2021-11-17 00:09, 0.9538693467336683
mnist, D, bpda_pgd, 0.1, defense_gan, 2021-11-17 00:09, 0.9621105527638191
mnist, C, bpda_pgd, 0.1, defense_gan, 2021-11-17 00:09, 0.9741708542713567
mnist, E, bpda_pgd, 0.1, defense_gan, 2021-11-17 00:09, 0.9591959798994975
mnist, F, bpda_pgd, 0.1, defense_gan, 2021-11-17 00:09, 0.9685427135678392
mnist, A, bpda_pgd, 0.1, defense_gan, 2021-11-17 00:09, 0.9721608040201005
mnist, B, bpda_pgd, 0.1, defense_gan, 2021-11-17 00:09, 0.945427135678392
mnist, D, bpda_pgd, 0.2, defense_gan, 2021-11-17 00:09, 0.9187939698492462
mnist, C, bpda_pgd, 0.2, defense_gan, 2021-11-17 00:09, 0.9546733668341708
